sample_id,snr_db,fiber_length_km,class,class_name,location_km,location_norm,reflectance_db,loss_db,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30
sample_002880,7.095416765904298,27.75437194076945,5,fiber_cut,12.17555480109342,0.43868961715571325,-66.92486666686011,39.260002828298894,0.99646664,1.0,0.96420133,0.96043694,0.9119371,0.98864466,0.97841024,0.92757195,0.8941192,0.9393846,0.90020514,0.88021183,0.87686265,0.0454771,0.073554896,0.014421446,0.015504925,0.0,0.032843962,0.062075388,0.030730763,0.017005306,0.035000633,0.065184556,0.05820418,0.06223659,0.03483373,0.046705708,0.025736379,0.041360795
sample_002881,18.73907960520536,29.123584482242237,4,dirty_connector,8.236824351569634,0.28282316541742797,,2.0903956456575745,0.9946023,1.0,0.9379746,0.90652335,0.84871846,0.8411843,0.77364737,0.8161635,0.7152819,0.6326818,0.5283811,0.5286933,0.4931102,0.44963038,0.4513086,0.39658064,0.37860382,0.37977126,0.32013172,0.28770092,0.24750915,0.2659849,0.17801085,0.17868675,0.17474341,0.17929138,0.113883786,0.070637114,0.03726489,0.0
sample_002882,7.776137342691637,25.23098945218484,5,fiber_cut,18.479149226775796,0.7323989121312728,-59.394315695891876,37.88493281861015,0.96528786,1.0,0.973067,0.9331731,0.90171695,0.915045,0.9195528,0.9407354,0.8851353,0.9663295,0.91890293,0.8568274,0.89433545,0.8783685,0.8555809,0.8379537,0.84159434,0.8747141,0.8178816,0.8581538,0.8487956,0.828768,0.0008420967,0.018266262,0.026088359,0.0,0.024755111,0.012593872,0.028023103,0.026607852
sample_002883,6.622192726002625,7.597995834228588,7,reflector,3.6444283571490996,0.47965653531042146,-49.6456739409719,0.5552670355859404,0.8608114,0.7899387,0.8511236,0.7719573,0.43853617,0.7869043,0.64039284,0.55375314,0.6669223,0.33967248,1.0,0.39198133,0.60358566,0.709207,0.5769244,0.2441711,0.39632574,0.37669468,0.27550623,0.46135914,0.30022728,0.70158166,0.0,0.59738314,0.15530652,0.42349374,0.38194582,0.35091716,0.23992191,0.50300276
sample_002884,-4.106828310629338,9.916212978593402,6,pc_connector,7.0480464031188585,0.7107598856875916,-12.500954022278272,0.4186325704821224,0.7076062,0.75284016,0.291803,0.67191756,0.76195157,0.8234045,0.71851784,0.67028224,0.5485227,0.9420887,0.60078984,0.48087636,0.55053914,0.45896798,0.6488457,0.29673174,1.0,0.31290263,0.47221607,0.50935,0.40375572,0.70403594,0.09954241,0.9675024,0.6728223,0.0,0.46903184,0.29030892,0.33428472,0.7445874
sample_002885,0.615473879900601,7.900807744203169,7,reflector,3.334818148931519,0.4220857229918395,-42.84746388927382,0.9692186554510306,0.50379175,0.77502763,1.0,0.48153475,0.51867044,0.7153091,0.2540894,0.8362049,0.6328347,0.64313936,0.7782001,0.38483563,0.5567098,0.0352839,0.462853,0.5452579,0.18746622,0.15977913,0.43231088,0.5068988,0.40991622,0.3097982,0.37015253,0.0,0.5368238,0.17692856,0.30131626,0.33221483,0.4113308,0.30388436
sample_002886,7.4424847919636825,9.912317922654143,3,bending,5.944226940860364,0.5996808200910414,,1.928942379527657,0.61554223,0.7870325,0.92106885,0.8557545,0.73269594,0.8638592,0.8405065,0.9779629,0.70690095,1.0,0.8622508,0.71114767,0.6209016,0.68643236,0.82757777,0.61137253,0.5875463,0.69376534,0.5323,0.25037733,0.20182808,0.20652704,0.19339024,0.30351806,0.3294145,0.0824453,0.50191844,0.22076416,0.25257844,0.0
sample_002887,-1.4051645035210178,19.50446873845603,7,reflector,5.5850033754227395,0.2863448089929799,-54.86961792169886,0.883563914114922,0.75594383,1.0,0.46617663,0.6035748,0.6875293,0.4739817,0.6530921,0.33832243,0.4407201,0.4917409,0.5088443,0.16669835,0.42934725,0.32426664,0.8943561,0.42776078,0.35092363,0.30119586,0.15458629,0.41695133,0.6113474,0.33470675,0.5162334,0.0,0.0022750704,0.13869567,0.34601495,0.46779788,0.12963735,0.23589735
sample_002888,17.616953496415064,6.440167533117728,0,normal,,,,,1.0,0.9667963,0.8298107,0.8563154,0.886485,0.74015176,0.8750686,0.7323592,0.7001068,0.6863158,0.39425185,0.7427709,0.5306094,0.5879571,0.46000773,0.37254038,0.46688247,0.5970461,0.39800048,0.2425966,0.33872017,0.46435708,0.06870885,0.3261046,0.35252678,0.22855318,0.13338956,0.0856782,0.07593405,0.0
sample_002889,8.446427444102707,23.360568149125545,6,pc_connector,19.064556301923048,0.8160998559718973,-13.076792539903497,1.218691419679261,0.9023661,0.87299985,0.9121882,0.949433,1.0,0.85005486,0.79481864,0.75642663,0.72371596,0.79739934,0.7919012,0.8211486,0.7919954,0.6382935,0.5150906,0.81113005,0.58985925,0.6453745,0.61497873,0.5151086,0.43781772,0.43888095,0.4658096,0.5066446,0.32956758,0.33750036,0.04430774,0.27125967,0.14297631,0.0
sample_002890,2.317222684925648,33.639128472232045,0,normal,,,,,0.81004745,0.67404914,0.55211157,0.97362554,1.0,0.8649729,0.72438556,0.6772691,0.5406704,0.6074925,0.516523,0.6595928,0.69183785,0.57040036,0.6405396,0.3238295,0.5856405,0.5908218,0.7675069,0.15767954,0.38166434,0.5106166,0.34895054,0.13976705,0.0,0.3390553,0.039253388,0.16844045,0.17677177,0.11523547
sample_002891,19.267976270574838,10.834395625485765,0,normal,,,,,0.9136974,0.95133936,1.0,0.97915655,0.8298183,0.9133912,0.8811988,0.7564733,0.7379821,0.68900204,0.7320195,0.7271414,0.63747436,0.5047971,0.55070984,0.5157767,0.6353381,0.47180477,0.310757,0.3328296,0.46201155,0.35010737,0.25886434,0.31869173,0.28261298,0.17662664,0.18641616,0.25221682,0.02751827,0.0
sample_002892,13.03886426511394,12.898024872826953,7,reflector,8.296319672405675,0.643224040440799,-44.530901398948075,0.35707787745968833,0.7426652,0.75730824,1.0,0.74780643,0.7044757,0.6001868,0.70714235,0.6039311,0.6047297,0.61819005,0.66755724,0.5228665,0.58200866,0.46706212,0.45611483,0.5822403,0.44641736,0.34013808,0.38572803,0.28314537,0.29814172,0.14467987,0.3074526,0.08271819,0.19815789,0.07754505,0.116219305,0.0,0.020307858,0.1257699
sample_002893,14.300984890792314,33.464433147743435,7,reflector,16.076568000430388,0.48040759959845486,-43.34480019417952,0.8668569812973492,1.0,0.96551484,0.9332064,0.9619479,0.8755523,0.76865923,0.85663897,0.7434578,0.7489222,0.6849786,0.7039087,0.6578053,0.62788105,0.5779377,0.51288396,0.44473642,0.45201495,0.4080848,0.2923271,0.3442885,0.29022297,0.29721463,0.23010434,0.1753716,0.17595717,0.16327016,0.09414666,0.15368782,0.07994366,0.0
sample_002894,5.205137028165714,39.65187963529726,0,normal,,,,,0.8926639,0.96613294,0.8814497,0.80366474,0.9459475,0.6788885,1.0,0.5798839,0.77384895,0.9412846,0.60144234,0.40146694,0.43621746,0.5262328,0.45358044,0.53264767,0.46816254,0.49670637,0.20371594,0.43092796,0.39368898,0.32547593,0.16771597,0.29878822,0.31855485,0.14647824,0.076197535,0.21076883,0.0,0.05491783
sample_002895,14.886940954001822,9.94720107802582,5,fiber_cut,6.229582773095235,0.6262648884073422,-17.439440558737175,42.48812057451022,0.9783304,1.0,0.9659476,0.97982794,0.9653949,0.9561551,0.97007734,0.96203345,0.9617616,0.96580887,0.95722944,0.96474874,0.9362218,0.9430643,0.94903284,0.9384763,0.9538152,0.9317972,0.9223655,0.020534182,0.020243347,0.023447597,0.02781437,0.017504448,0.003758047,0.0,0.017673325,0.006913008,0.016811037,0.033640467
sample_002896,18.967605068959816,30.496276673415153,4,dirty_connector,11.921303149677403,0.39091011920382035,,2.436021693399111,1.0,0.97553045,0.957775,0.91244555,0.91768056,0.8480514,0.83896905,0.80909854,0.8129933,0.7249939,0.7145971,0.7081725,0.5333134,0.48156896,0.45843107,0.41585335,0.40209144,0.36896312,0.34490848,0.32359937,0.2653745,0.20828101,0.24881425,0.22123367,0.10461667,0.13597116,0.11928785,0.10490668,0.0,0.023074659
sample_002897,-4.608508675595936,10.165417307514712,5,fiber_cut,8.694459757014103,0.8552978686459616,-65.2409137739228,41.317825475806764,0.7792125,0.690902,0.7522628,0.80447006,0.80656856,0.67350745,0.6828021,0.8158427,0.83809406,0.7179763,0.70556486,0.8613917,1.0,0.745959,0.7698788,0.75036746,0.70739067,0.64205235,0.7407114,0.6261455,0.7635436,0.7610642,0.7576161,0.7393947,0.67680705,0.2599503,0.20440711,0.11534875,0.0,0.0072332895
sample_002898,0.07041137084252824,33.49644642456485,4,dirty_connector,15.800202713162253,0.471697878422562,,1.5433303646677705,1.0,0.7349178,0.7082011,0.67739,0.5407928,0.69409215,0.559582,0.56038946,0.48610932,0.54876953,0.36566716,0.5142218,0.59073305,0.5148144,0.54528266,0.31255546,0.46464917,0.25845718,0.18014218,0.40495798,0.3623435,0.40219277,0.19849506,0.36920422,0.045022707,0.29668647,0.17779033,0.22710462,0.0,0.21783248
sample_002899,1.2044274042764416,32.63740227600037,3,bending,30.30795102491948,0.9286263278130492,,2.6680762721201177,0.9877443,0.8595535,0.6195941,0.74311525,0.70965034,0.4631672,1.0,0.5960916,0.6104677,0.72791046,0.6505388,0.6558825,0.5885453,0.5119781,0.46298927,0.51824164,0.4760319,0.3291069,0.4861166,0.31908748,0.60249263,0.2698308,0.20015535,0.3135762,0.34338778,0.32365155,0.01753082,0.06584858,0.049922153,0.0
sample_002900,1.3121304856716076,11.159112847716996,3,bending,2.1474184663625033,0.19243630704942968,,1.4722112065391149,0.7688283,0.5428506,0.6998866,0.8088892,1.0,0.3889822,0.53778005,0.45969394,0.2079158,0.40231052,0.5947218,0.3105763,0.47825176,0.6059568,0.2915859,0.49476862,0.335317,0.6256159,0.43332988,0.3579371,0.53274435,0.19274402,0.3638071,0.44803217,0.21913852,0.3547302,0.0,0.31475824,0.41825095,0.21330301
sample_002901,5.404390130093171,20.420681741019507,5,fiber_cut,17.975178197263748,0.8802437854538706,-18.146974708472122,36.33607031218079,0.9873532,0.9373328,0.9376531,0.9583219,1.0,0.9537981,0.94850713,0.94214845,0.91328585,0.9309873,0.99185944,0.9045461,0.9101303,0.88049763,0.87605876,0.84819496,0.8421654,0.8270908,0.85339004,0.84629613,0.7855746,0.8400445,0.8162464,0.75341547,0.8574713,0.7832309,0.041630518,0.011482473,0.0,0.051892783
sample_002902,17.396652880299712,30.310074259249983,3,bending,11.004015925210151,0.36304813479142045,,0.6686892703839753,1.0,0.95175976,0.8742824,0.88866216,0.79467726,0.7654976,0.6883857,0.7305193,0.66478914,0.6590795,0.6424523,0.5209788,0.50899684,0.4806499,0.44341084,0.4987726,0.39072534,0.39783403,0.3135279,0.25714418,0.24424198,0.23581637,0.22670737,0.17919049,0.125316,0.07763537,0.021382632,0.04208793,0.0148518635,0.0
sample_002903,12.439359849656448,28.67069127736929,1,fiber_tapping,11.379775463941202,0.396913187542277,,0.3615332920892041,0.9944275,1.0,0.87811506,0.8999107,0.89283365,0.9144031,0.8026963,0.779176,0.80155057,0.75575113,0.7542932,0.65248114,0.6729514,0.6065126,0.54073465,0.52933234,0.48175618,0.46991426,0.4461819,0.41106853,0.36571145,0.31443924,0.3140016,0.2791679,0.29639283,0.19290039,0.12838705,0.06676982,0.0,0.04245825
sample_002904,4.036603100975185,19.37973884018529,3,bending,3.6938734650496934,0.19060491451980663,,4.121906207833932,1.0,0.96497476,0.99589354,0.78022337,0.6687291,0.9979208,0.6932604,0.4602273,0.73001057,0.4679153,0.85240597,0.54937196,0.54226285,0.11142087,0.52163416,0.1467477,0.208796,0.30764392,0.1343065,0.34879398,0.25663215,0.116004474,0.2188269,0.30402038,0.04840705,0.1129388,0.07390818,0.17003135,0.0,0.07383066
sample_002905,-2.1880688107257833,39.657585713193946,2,bad_splice,11.115185300100585,0.2802789201664034,,2.2293340836150644,0.50621676,0.8353107,0.5674019,0.5870874,1.0,0.90947735,0.6338976,0.42945793,0.58149326,0.3520959,0.5154445,0.64153427,0.3661196,0.3804271,0.2986105,0.37858266,0.12607284,0.0,0.06623223,0.44718742,0.06907488,0.17330475,0.18629667,0.16192886,0.16790487,0.018319793,0.10525789,0.27624083,0.14928792,0.14258641
sample_002906,16.975442388147968,39.679262273934555,2,bad_splice,35.93474058192771,0.9056302592987816,,2.9606403432411073,0.9561986,1.0,0.9510078,0.9062737,0.8972217,0.8323157,0.82968354,0.7854129,0.73094153,0.6952136,0.7095562,0.6747798,0.6419239,0.6051342,0.58927584,0.54594755,0.5422692,0.46337584,0.45345417,0.41843274,0.39721066,0.3521407,0.364721,0.32969096,0.2803342,0.24751997,0.18915422,0.018313378,0.0,0.003983045
sample_002907,5.729758071606927,19.90240673356614,1,fiber_tapping,8.661872074822815,0.4352173177234013,,0.39245012376391497,0.89423436,0.94040173,0.9677301,0.9447328,0.84466714,1.0,0.9142416,0.73595774,0.93345916,0.5525728,0.84498256,0.6932778,0.62113035,0.5662316,0.5323624,0.4675005,0.6885385,0.53667843,0.4743748,0.57484674,0.42894882,0.63276213,0.32994702,0.37122515,0.4637695,0.39110446,0.0,0.3547898,0.5841546,0.28780475
sample_002908,13.848167930692888,24.88538165888426,6,pc_connector,21.144922469416176,0.8496925126268774,-12.45144105626883,0.93364161146352,0.92829984,0.9840863,0.9698851,1.0,0.8699016,0.871037,0.8283177,0.7301579,0.8225972,0.773153,0.76435477,0.69661456,0.57106733,0.6074442,0.6408441,0.60301656,0.42073888,0.46185577,0.46628058,0.40189508,0.44602194,0.34102017,0.29485226,0.3145884,0.2856045,0.2382396,0.069480315,0.108808845,0.14026774,0.0
sample_002909,9.846216601775087,23.25036220298561,0,normal,,,,,1.0,0.9607019,0.9610468,0.92044693,0.97620153,0.800346,0.842838,0.97377145,0.6454974,0.5122625,0.61867505,0.6409417,0.61428076,0.58180064,0.5877386,0.45742393,0.53521067,0.6230102,0.58222234,0.56774855,0.37684643,0.32333753,0.42707518,0.25657326,0.059983317,0.25191617,0.21980596,0.0,0.18693095,0.18647288
sample_002910,-1.6222264326692617,13.71225216045222,5,fiber_cut,0.8562123978152815,0.06244141281799796,-58.60900648653938,44.65034797856757,0.90289766,1.0,0.1326883,0.08422513,0.1615769,0.07029231,0.15321714,0.20033921,0.24306865,0.100870736,0.14693706,0.24459918,0.1350769,0.15915097,0.11545388,0.19527972,0.12441031,0.12532713,0.28736556,0.07198825,0.13978758,0.0,0.18934838,0.20855227,0.14700028,0.2667198,0.1593306,0.2588097,0.12132838,0.19677916
sample_002911,13.386095883537422,20.499938801169712,6,pc_connector,17.958448000035165,0.8760244688638031,-12.360993995967775,0.6703630332212365,0.9350934,1.0,0.86906034,0.81215775,0.8472134,0.772549,0.80315065,0.77271765,0.8092278,0.72438955,0.6466887,0.5893248,0.5427336,0.6043512,0.53583777,0.61487186,0.4675457,0.48071054,0.46740812,0.4710756,0.34306228,0.33789617,0.2823897,0.25038704,0.28233117,0.27507946,0.29132897,0.2613305,0.0,0.12927428
sample_002912,0.8174736328799543,14.387025804489706,5,fiber_cut,11.249023635685639,0.7818866657050964,-18.132145520199437,40.1277478851207,0.944386,1.0,0.9416027,0.9528594,0.9583832,0.94006276,0.9510519,0.88509804,0.9800739,0.944394,0.97817624,0.8553577,0.85395825,0.9682104,0.86614287,0.8605061,0.91762334,0.95686746,0.8587068,0.8074104,0.83518386,0.860806,0.8806541,0.09752813,0.0,0.05313439,0.11240739,0.1098961,0.04776092,0.07691429
sample_002913,9.098224110388665,9.58251650440244,4,dirty_connector,7.261029678993569,0.7577372473773122,,2.1670954524018082,0.6720393,0.5816029,1.0,0.8551997,0.70756596,0.6917269,0.68488675,0.6164849,0.5552292,0.92440885,0.715772,0.6514162,0.540236,0.6744813,0.5714614,0.5968996,0.3011321,0.3215729,0.751999,0.59704,0.705643,0.42262372,0.11641125,0.1585151,0.10265119,0.13597037,0.015844751,0.0,0.1093291,0.068024226
sample_002914,13.81026953221006,22.27269842725028,1,fiber_tapping,3.0348581098040865,0.13625911201181568,,0.14874364811542823,0.9914208,1.0,0.89280593,0.8311907,0.93641216,0.95700043,0.66654366,0.7389154,0.6625961,0.7061766,0.6072886,0.61934865,0.5212617,0.5442021,0.5261051,0.41218752,0.44497016,0.423796,0.40172023,0.47873133,0.24804826,0.30509105,0.22182032,0.15599808,0.22322035,0.1640536,0.1677198,0.08028252,0.042031083,0.0
sample_002915,10.892747693730156,13.644875672348878,4,dirty_connector,3.222161426947489,0.23614443284940645,,2.812611757738381,0.9616253,0.91870254,1.0,0.93419117,0.8965751,0.9924215,0.7881622,0.5564741,0.5036798,0.43509206,0.5944334,0.19943951,0.34574074,0.35598007,0.24535401,0.476467,0.43885222,0.3001224,0.17329936,0.2563609,0.30154172,0.11599539,0.19077826,0.15387781,0.37102032,0.17046337,0.059172615,0.0,0.08954984,0.05490257
sample_002916,4.8224725209225205,8.362123055524448,6,pc_connector,4.062177688255618,0.4857830554851659,-13.049095564542737,0.9675742620181105,0.56989956,0.5965471,0.41132304,0.40317616,0.50205433,0.572789,0.704829,0.6911563,0.46269372,0.5832469,0.61880594,0.3569471,0.50012785,0.37543553,1.0,0.4538445,0.25824997,0.39198875,0.5993693,0.33102193,0.31978884,0.37159956,0.47217384,0.11689694,0.45975175,0.43379495,0.3793042,0.2404352,0.30139324,0.0
sample_002917,-2.781064971376916,8.491785496758865,4,dirty_connector,6.562289403273823,0.7727808722651449,,3.5430022742802634,0.582816,0.5300653,0.5378831,0.92561215,0.19999401,0.2712515,0.73792547,1.0,0.6784967,0.670014,0.54143876,0.319708,0.9941285,0.822447,0.55790156,0.35276708,0.497243,0.042301662,0.4646423,0.0,0.3981537,0.30425277,0.9558669,0.3482564,0.017382734,0.06350473,0.040882662,0.3704836,0.41621518,0.32073703
sample_002918,5.515103431291598,25.77485565472516,0,normal,,,,,0.9678886,0.8286787,0.94967395,0.90143484,0.9939168,1.0,0.71800524,0.86865133,0.8957425,0.6512179,0.79209423,0.60999495,0.35843813,0.72375625,0.5321666,0.710357,0.4848152,0.45007727,0.4747349,0.11072701,0.2902012,0.37935412,0.31807822,0.40144035,0.23428038,0.24005367,0.0,0.009827097,0.12121326,0.053727087
sample_002919,-1.966309824290847,23.336134749066485,2,bad_splice,18.202406786863175,0.7800094995419636,,0.7631193340548824,0.61063975,0.81479406,0.92959774,0.7687364,0.81585133,0.9652442,0.8765594,0.8314035,0.6855723,0.58905494,0.77810407,0.63134325,0.58601886,1.0,0.48701063,0.3575844,0.5784546,0.47501084,0.5027557,0.34899548,0.5177276,0.39093584,0.2663786,0.059874617,0.28601214,0.37720537,0.0,0.24900946,0.5549211,0.117064774
sample_002920,-4.024542115984055,29.47114350361239,0,normal,,,,,1.0,0.9694311,0.72618526,0.9184255,0.83499706,0.80853325,0.77394104,0.5491776,0.79762375,0.6097192,0.78285164,0.5504395,0.9989418,0.48515183,0.113205984,0.6172824,0.6061277,0.3316108,0.78317994,0.589982,0.67509395,0.48757416,0.93728477,0.45297617,0.6890927,0.5485104,0.0,0.4962661,0.26797515,0.42161003
sample_002921,10.877823976587022,34.95508384409335,2,bad_splice,2.0652594854142454,0.059083236493601754,,0.4404012489683855,0.9783957,1.0,0.8727725,0.89852905,0.9322709,0.82002896,0.7524384,0.6575138,0.68773365,0.75843436,0.62789804,0.59117466,0.47066835,0.5277136,0.51040304,0.5142298,0.3972432,0.41070104,0.4945983,0.25573513,0.24458714,0.28749135,0.19859274,0.18825987,0.17119569,0.16009209,0.043629915,0.0,0.06639935,0.051187657
sample_002922,7.2926616495536845,25.046250566508146,4,dirty_connector,8.96290793508253,0.3578542788782818,,3.501615017348012,1.0,0.6735073,0.7287638,0.7283455,0.74324334,0.6677952,0.69376713,0.61765945,0.5737155,0.6068191,0.5101417,0.36502346,0.25744373,0.18788448,0.34812793,0.29489896,0.35459635,0.2926729,0.31838977,0.16430409,0.33419797,0.1342506,0.15399939,0.114173755,0.07219477,0.17986576,0.097309716,0.0,0.15228783,0.16266567
sample_002923,14.600170789306361,21.69145000222434,5,fiber_cut,18.279847088149634,0.8427213066104449,-16.166067179143944,35.86185833067305,1.0,0.9680162,0.9826147,0.97562224,0.95649755,0.9637669,0.95776206,0.9522603,0.93552244,0.93102384,0.8929873,0.87734365,0.87536573,0.8828834,0.88715523,0.884498,0.86122817,0.8407307,0.8521263,0.8320052,0.8261356,0.81768787,0.8098177,0.79620063,0.791859,0.008660753,0.016835766,0.045931846,0.017453143,0.0
sample_002924,3.981208849217248,34.385728295409635,0,normal,,,,,1.0,0.7435655,0.8413401,0.73271585,0.7180324,0.89293826,0.85288006,0.7550609,0.7833483,0.66795933,0.7956404,0.48979697,0.5969674,0.702597,0.5649886,0.37191063,0.41404033,0.5120975,0.4053475,0.26013085,0.46256983,0.308179,0.25020793,0.21900196,0.23425329,0.24762541,0.21824951,0.0,0.22911373,0.15028936
sample_002925,17.92272297907242,24.33568232825854,3,bending,5.004842001234125,0.20565858535318376,,2.0199586786805788,1.0,0.9844889,0.9176262,0.92134184,0.8558578,0.86261857,0.61582536,0.6805986,0.63207537,0.53997576,0.5385646,0.4893059,0.51624095,0.46811748,0.4639149,0.40941343,0.45638764,0.36812103,0.33138475,0.31191206,0.24236257,0.24082288,0.19907315,0.21677053,0.14550199,0.14442465,0.119374916,0.11318692,0.008367024,0.0
sample_002926,4.160447938641564,33.46098726398729,6,pc_connector,7.1280239793091065,0.21302491534613835,-13.611998456844203,1.0707469948889607,1.0,0.7043307,0.7302829,0.73373437,0.80814534,0.79290926,0.759356,0.53778183,0.72476935,0.6014136,0.59401894,0.63715696,0.69814754,0.42783996,0.38866088,0.4989538,0.59305197,0.411131,0.5507148,0.3490361,0.18305069,0.4738934,0.21694648,0.29565418,0.12447258,0.21056364,0.1961972,0.0,0.12388162,0.16125059
sample_002927,14.886521799828163,24.6821097781515,5,fiber_cut,5.899522472811842,0.2390201861120509,-63.05952749167005,42.052614166522474,1.0,0.9821292,0.9716433,0.96641666,0.94237864,0.9311356,0.927788,0.025731241,0.0036020936,0.027118139,0.010481551,0.0,0.032173112,0.021371363,0.0017526504,0.016991137,0.0076304874,0.032001767,0.017020876,0.012561238,0.01576372,0.0021922959,0.011558547,0.0335367,0.021738516,0.0057317005,0.00687122,0.011969113,0.020610448,0.027091365
sample_002928,18.310197226967734,22.84575312039101,2,bad_splice,1.9639624139118341,0.08596619264693431,,0.7900180744509154,1.0,0.9628918,0.91192454,0.8549982,0.78560233,0.6855907,0.648812,0.7509114,0.6702442,0.5799087,0.6140121,0.57116216,0.43979624,0.43159834,0.46151274,0.42875138,0.4021077,0.34054157,0.37308443,0.32848445,0.2510501,0.2157264,0.21092862,0.15221079,0.1335661,0.07176321,0.07305704,0.04669439,0.0379375,0.0
sample_002929,8.000641526355652,21.37822968285076,1,fiber_tapping,16.973114850543183,0.7939438906935647,,0.3933418736680135,0.7512496,0.9306986,0.8388166,0.8775177,1.0,0.84268445,0.76604944,0.58560413,0.47697893,0.54750735,0.6194739,0.44707623,0.44352818,0.4630874,0.44840738,0.50455564,0.31154054,0.546774,0.4787145,0.34467658,0.5150317,0.24576987,0.22391717,0.044084925,0.12695244,0.11322934,0.15270713,0.0,0.08408451,0.08208454
sample_002930,-4.983036809728837,13.785858287711859,1,fiber_tapping,6.457080968710196,0.4683844004450394,,0.24362206758369787,1.0,0.74529576,0.37116146,0.6359248,0.6622486,0.19789042,0.7280798,0.7494197,0.6392749,0.37235895,0.5574628,0.31670392,0.67962945,0.4239458,0.7066127,0.2837758,0.5952357,0.60341716,0.49220738,0.31583866,0.5500429,0.51882416,0.2765491,0.70589936,0.372769,0.5511756,0.42038807,0.44096804,0.0,0.7441395
sample_002931,10.97886148723181,14.13786194628789,7,reflector,5.207578565928224,0.368342722945852,-50.676044619692306,0.9109532743811777,0.9851838,0.83612084,0.8377515,0.47763517,0.81233263,0.92377347,1.0,0.6770281,0.62700695,0.5934358,0.7157535,0.35638806,0.15963075,0.4339796,0.49620232,0.44566134,0.3911092,0.27359504,0.19378217,0.34561265,0.19909361,0.1635409,0.33108303,0.15734696,0.0,0.09887697,0.05690249,0.18108515,0.042448215,0.051136274
sample_002932,9.047884606512936,32.27016247921195,2,bad_splice,24.368787250927586,0.7551491959988013,,1.3467665785039795,0.98188514,1.0,0.94077545,0.87698865,0.94898707,0.7943528,0.869928,0.7405464,0.7927793,0.74312186,0.7167549,0.7089517,0.7248588,0.6085193,0.6754479,0.64606434,0.4747635,0.44740802,0.3954793,0.4462755,0.6002249,0.39813828,0.1575569,0.31189606,0.3106461,0.20868318,0.117928304,0.1775899,0.052092757,0.0
sample_002933,9.867643499757785,7.892722356694773,0,normal,,,,,0.8575661,0.44172123,0.43179935,0.50573325,0.5982575,0.4037268,0.75644267,1.0,0.5207799,0.8149768,0.4282891,0.60720366,0.3029071,0.67587286,0.59509295,0.34319377,0.0,0.6348194,0.19845617,0.22901323,0.3947852,0.62614757,0.26757556,0.13557391,0.07610691,0.21013543,0.19145285,0.20166999,0.55231285,0.06058241
sample_002934,18.65173198447696,12.875204669386301,6,pc_connector,1.2100385147775672,0.09398207996294664,-12.798289196879102,0.7150630238786229,1.0,0.93107134,0.9483024,0.8329225,0.8111407,0.82723546,0.77453166,0.71902734,0.6440731,0.5644273,0.5543954,0.5538588,0.5095428,0.52387583,0.52404815,0.49409467,0.3971694,0.3547645,0.41736755,0.43502077,0.29185012,0.36006898,0.26425308,0.28186134,0.18966003,0.005776574,0.12550661,0.07724981,0.1052686,0.0
sample_002935,7.264268565866782,38.22235621351719,6,pc_connector,10.103088723015894,0.2643240690494893,-13.18984933162859,0.9391593648498218,0.960971,1.0,0.8482172,0.7365206,0.75369036,0.81337893,0.75744075,0.72700244,0.73615485,0.5540886,0.6671361,0.6611012,0.5534429,0.49297968,0.5874528,0.4612992,0.34702933,0.46452028,0.39268816,0.42976856,0.21764629,0.3205097,0.23515832,0.215177,0.11395777,0.14386903,0.102291696,0.18407346,0.0,0.007952627
sample_002936,-1.8698621773448538,18.600602697793324,5,fiber_cut,6.8995584710025195,0.370931984468495,-68.61227392731061,42.291183500269725,0.937338,0.8908361,1.0,0.88883704,0.8180558,0.86481583,0.906728,0.96379024,0.88842773,0.85344267,0.8887488,0.12717865,0.08540296,0.040163755,0.11117543,0.19623661,0.1101013,0.08405738,0.09366358,0.11111421,0.047361255,0.13740699,0.056513697,0.0,0.16515097,0.106023625,0.007143171,0.19458872,0.11689965,0.1391201
sample_002937,0.09890651261323846,26.88100482947019,1,fiber_tapping,9.925332771995414,0.3692322082065203,,0.4582653981528275,0.9245689,0.58205813,0.55645996,0.58277565,0.7849741,0.5169112,0.6635112,0.65290827,0.7188726,0.60984564,0.43189526,0.4269551,0.44472092,1.0,0.48675686,0.43615168,0.44582903,0.48250145,0.3458378,0.059618544,0.41787368,0.43029872,0.23244609,0.0,0.5053872,0.3732878,0.4551589,0.12859963,0.08824824,0.24800587
sample_002938,1.5427237297280696,7.069933747470072,2,bad_splice,5.730204242159559,0.8105032447029752,,1.2034346748039861,0.47592807,0.6187418,0.75001335,0.75844413,1.0,0.29963216,0.49595547,0.4866764,0.5900911,0.4513769,0.33878025,0.44757542,0.21282052,0.23434682,0.48292208,0.28726643,0.64866567,0.47876498,0.57072747,0.26769918,0.6764757,0.46321073,0.383417,0.41654396,0.7443283,0.18367212,0.0,0.51421815,0.4115109,0.12989974
